trial,image,time,Fixation POG X,Fixation POG Y,Fixation POG time since calibration,Fixation POG duration,Fixation POG ID,Valid POG fixation?,Best POG X,Best POG Y,Valid Best POG fixation?
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.83761,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.85415,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.87064,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.88711,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.90350,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.91980,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.93634,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.95275,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.96942,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,17.98584,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.00223,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.01866,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.03515,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.05159,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.06802,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.08447,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.10087,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.11726,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.13386,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
2,C:/Users/expt102/Documents/gazepoint_code/gazepoint_psychopy/28px/fig2_3d4.jpg,18.15015,0.00000,0.00000,138.84195,0.08223,12,0,0.00000,0.00000,0
